sentence,sentiment,topic,processed_ml,processed_phobert
dạy quá nhanh .,0,0,dạy quá nhanh .,dạy quá nhanh .
mong ban thiết bị sớm khắc phục ạ !,0,2,mong ban thiết_bị sớm khắc_phục ạ !,mong ban thiết bị sớm khắc phục ạ !
môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .,0,1,môn này cần làm đề_tài để áp_dụng lý_thuyết vào thực_tiễn mà trên lớp chỉ học một đống lý_thuyết và hiếm ai nhớ đa_số khá buồn_ngủ khi lên lớp .,môn này cần làm đề tài để áp dụng lý thuyết vào thực tiễn mà trên lớp chỉ học một đống lý thuyết và hiếm ai nhớ đa số khá buồn ngủ khi lên lớp .
"giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên .",0,0,giảng_viên nên đổi_mới phương_pháp giảng_dạy tránh thô_cứng không hấp_dẫn sinh_viên .,"giảng viên nên đổi mới phương pháp giảng dạy , tránh thô cứng , không hấp dẫn sinh viên ."
"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng .",2,0,nhiệt_tình tạo cách chủ_động cho học_sinh tiếp_cận với môn_học và tham_gia các chương_trình phong_trào liên_quan để nâng cao kỹ_năng .,"nhiệt tình , tạo cách chủ động cho học sinh tiếp cận với môn học và tham gia các chương trình phong trào liên quan để nâng cao kỹ năng ."
"cô dạy rất tận tình , dễ hiểu .",2,0,cô dạy rất tận_tình dễ hiểu .,"cô dạy rất tận tình , dễ hiểu ."
không đáp ứng được nhu cầu của sinh viên .,0,1,không đáp_ứng được nhu_cầu của sinh_viên .,không đáp ứng được nhu cầu của sinh viên .
thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .,2,0,thầy rất nhiệt_tình với chúng_em và điều này làm em rất hài_lòng .,thầy rất nhiệt tình với chúng em và điều này làm em rất hài lòng .
cách giảng dạy của thầy rất hay và có phần dễ hiễu .,2,0,cách giảng_dạy của thầy rất hay và có phần dễ hiễu .,cách giảng dạy của thầy rất hay và có phần dễ hiễu .
"nhiệt tình , dễ thương .",2,0,nhiệt_tình dễ_thương .,"nhiệt tình , dễ thương ."
không hướng dẫn đồ án .,0,0,không hướng_dẫn đồ_án .,không hướng dẫn đồ án .
em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .,0,1,em xin đề_nghị nhà_trường nên bổ_sung tài_liệu về môn_học và cập_nhật nội_dung .,em xin đề nghị nhà trường nên bổ sung tài liệu về môn học và cập nhật nội dung .
"chép bài rất nhiều , lãng phí thời gian nghe giảng .",0,0,chép bài rất nhiều lãng_phí thời_gian nghe giảng .,"chép bài rất nhiều , lãng phí thời gian nghe giảng ."
"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm .",0,0,em không học thầy wzjwz178_kỳ này giáo_viên thực_hành có 2 người nên có_lẽ daa nhầm .,"em không học thầy wzjwz178 kỳ này , giáo viên thực hành có 2 người nên có lẽ daa nhầm ."
đề thi môn dài sinh viên làm không đủ thời gian .,0,3,đề thi_môn dài sinh_viên làm không đủ thời_gian .,đề thi môn dài sinh viên làm không đủ thời gian .
cho làm nhiều bài test .,0,0,cho làm nhiều bài test .,cho làm nhiều bài test .
theo em thì nên thi phòng máy nào có visual 2013 trở lên .,0,2,theo em thì nên thi phòng máy nào có visual 2013 trở lên .,theo em thì nên thi phòng máy nào có visual 2013 trở lên .
cần thêm nhiều tài liệu cho môn học .,0,1,cần thêm nhiều tài_liệu cho môn_học .,cần thêm nhiều tài liệu cho môn học .
thầy giảng dạy tốt .,2,0,thầy giảng_dạy tốt .,thầy giảng dạy tốt .
mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .,0,0,mong thầy có_thể hướng_dẫn cách cụ_thể nhất cho những bài khó .,mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .
thầy cần cho bài tập và hướng dẫn nhiều hơn .,0,0,thầy cần cho bài_tập và hướng_dẫn nhiều hơn .,thầy cần cho bài tập và hướng dẫn nhiều hơn .
"giáo viên lên lớp đúng giờ , giảng bài sôi động .",2,0,giáo_viên lên lớp đúng giờ giảng_bài sôi_động .,"giáo viên lên lớp đúng giờ , giảng bài sôi động ."
em thấy thầy chỉ giảng cho có .,0,0,em thấy thầy chỉ giảng cho có .,em thấy thầy chỉ giảng cho có .
cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .,0,1,cần xác_định rõ mục_đích môn_học và cho sinh_viên đề_cương chi_tiết môn_học trước khi bắt_đầu .,cần xác định rõ mục đích môn học và cho sinh viên đề cương chi tiết môn học trước khi bắt đầu .
"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế .",2,0,thầy nói_chuyện với sinh_viên rất tự_nhiên chia_sẻ kinh_nghiệm thực_tế .,"thầy nói chuyện với sinh viên rất tự nhiên , chia sẻ kinh nghiệm thực tế ."
dạy theo sát chương trình .,2,0,dạy theo sát chương_trình .,dạy theo sát chương trình .
cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .,0,2,cung_cấp thêm trang_thiết_bị phục_vụ nhu_cầu môn_học .,cung cấp thêm trang thiết bị phục vụ nhu cầu môn học .
đề nghị nâng cấp phòng lab khoa mạng .,0,2,đề_nghị nâng_cấp phòng lab khoa mạng .,đề nghị nâng cấp phòng lab khoa mạng .
"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao .",2,0,thầy giảng hay và tâm_huyết bài giảng có tính thực_tiễn cao .,"thầy giảng hay và tâm huyết , bài giảng có tính thực tiễn cao ."
đi dạy đúng giờ .,2,0,đi dạy đúng giờ .,đi dạy đúng giờ .
"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !",2,0,thầy cung_cấp nhiều kiến_thức mới thầy dạy tận_tâm và nhiệt_tình !,"thầy cung cấp nhiều kiến thức mới , thầy dạy tận tâm và nhiệt tình !"
có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .,2,0,có tăng thêm nhiều ví_dụ để minh_họa cho lý_thuyết vì có nhiều phần lý_thuyết rất trừu_tượng .,có tăng thêm nhiều ví dụ để minh họa cho lý thuyết vì có nhiều phần lý thuyết rất trừu tượng .
các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .,0,1,các yêu_cầu về đồ_án môn_học nên đươc đưa ra chính_xác trước khi sinh_viên bắt_đầu thực_hiện chia nhóm và làm đồ_án .,các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .
"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm .",2,0,dạy dễ hiểu dễ tiếp_thu tập_trung vài kiến_thức trọng_tâm .,"dạy dễ hiểu dễ tiếp thu , tập trung vài kiến thức trọng tâm ."
"dạy chưa được kỹ lắm , điểm nên thoáng hơn .",0,0,dạy chưa được kỹ lắm điểm nên thoáng hơn .,"dạy chưa được kỹ lắm , điểm nên thoáng hơn ."
chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .,0,0,chưa chuẩn_bị kỹ bài giảng để có_thể trả_lời các thắc_mắc của sinh_viên trên lớp .,chưa chuẩn bị kỹ bài giảng để có thể trả lời các thắc mắc của sinh viên trên lớp .
cô khá tận tâm cho học sinh .,2,0,cô khá tận_tâm cho học_sinh .,cô khá tận tâm cho học sinh .
"cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời .",0,1,cần cải_cách lại nội_dung các bài thực_hành một_số kiến nội_dung trong bài thực_hành đã trở_nên lỗi_thời .,"cần cải cách lại nội dung các bài thực hành , một số kiến nội dung trong bài thực hành đã trở nên lỗi thời ."
giảng viên có khả năng truyền đạt kiến thức tốt .,2,0,giảng_viên có khả_năng truyền_đạt kiến_thức tốt .,giảng viên có khả năng truyền đạt kiến thức tốt .
cho làm nhiều bài tập .,0,0,cho làm nhiều bài_tập .,cho làm nhiều bài tập .
nghiên cứu khoa học .,1,3,nghiên_cứu khoa_học .,nghiên cứu khoa học .
"giáo viên dạy rất tận tâm , nhiệt tình .",2,0,giáo_viên dạy rất tận_tâm nhiệt_tình .,"giáo viên dạy rất tận tâm , nhiệt tình ."
thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !,0,0,thầy cô hướng_dẫn đồ_án hệ_thống thông_tin cần có thêm một_vài buổi gặp_mặt với sinh_viên và đưa ra lịch cố_định trên trường để sinh_viên thắc_mắc có_thể lên hỏi trực_tiếp !,thầy cô hướng dẫn đồ án hệ thống thông tin cần có thêm một vài buổi gặp mặt với sinh viên và đưa ra lịch cố định trên trường để sinh viên thắc mắc có thể lên hỏi trực tiếp !
chỉ thông báo trên lớp sẽ khó tránh sai sót .,0,3,chỉ thông_báo trên lớp sẽ khó tránh sai_sót .,chỉ thông báo trên lớp sẽ khó tránh sai sót .
cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .,0,0,cô viết ở góc bảng gần chổ bụt_giảng khiến nhiều khi khó quan_sát được ạ .,cô viết ở góc bảng gần chổ bụt giảng khiến nhiều khi khó quan sát được ạ .
đề nghị lắp thêm quạt .,0,2,đề_nghị lắp thêm quạt .,đề nghị lắp thêm quạt .
dạy kỹ .,2,0,dạy kỹ .,dạy kỹ .
bài tập cần đa dạng hơn .,0,1,bài_tập cần đa_dạng hơn .,bài tập cần đa dạng hơn .
nói rất nhỏ .,0,0,nói rất nhỏ .,nói rất nhỏ .
có lúc làm bài sai giáo viên nói làm hơi tự ái .,0,0,có lúc làm bài sai giáo_viên nói làm hơi tự_ái .,có lúc làm bài sai giáo viên nói làm hơi tự ái .
không sửa các bài tập thực hành .,0,0,không sửa các bài_tập thực_hành .,không sửa các bài tập thực hành .
em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .,0,1,em chưa hiểu rõ cách_thức chấm điểm bài kiểm_tra thực_hành .,em chưa hiểu rõ cách thức chấm điểm bài kiểm tra thực hành .
làm bài tập nhiều mặc dù không hiểu lắm .,0,1,làm bài_tập nhiều mặc_dù không hiểu lắm .,làm bài tập nhiều mặc dù không hiểu lắm .
thi thoảng nghỉ học không thông báo trên daa .,0,0,thi_thoảng nghỉ học không thông_báo trên daa .,thi thoảng nghỉ học không thông báo trên daa .
"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi .",2,0,thầy dạy dễ hiểu tiết_học dễ hiểu sôi_nổi .,"thầy dạy dễ hiểu , tiết học dễ hiểu , sôi nổi ."
"thầy giảng dạy nhiệt tình , truyền cảm .",2,0,thầy giảng_dạy nhiệt_tình truyền_cảm .,"thầy giảng dạy nhiệt tình , truyền cảm ."
"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu .",2,0,giảng_dạy rất chi_tiết dễ hiểu và dễ tiếp_thu .,"giảng dạy rất chi tiết , dễ hiểu và dễ tiếp thu ."
truyền đạt những kiến thức tốt .,2,0,truyền_đạt những kiến_thức tốt .,truyền đạt những kiến thức tốt .
cô vui tính .,2,0,cô vui_tính .,cô vui tính .
nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .,0,0,nếu có thì chỉ hướng_dẫn bằng lý_thuyết mà không làm bài_tập mẫu cho sinh_viên .,nếu có thì chỉ hướng dẫn bằng lý thuyết mà không làm bài tập mẫu cho sinh viên .
cô chưa có nhiều kênh bài tập cho sinh viên .,0,0,cô chưa có nhiều kênh bài_tập cho sinh_viên .,cô chưa có nhiều kênh bài tập cho sinh viên .
bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .,0,3,bạn nào khá thì có_thể áp_dụng công_thức vào bài_tập cả lớp chưa đến 30 % còn thực_sự hiểu môn_học thì rất ít người hiểu .,bạn nào khá thì có thể áp dụng công thức vào bài tập cả lớp chưa đến 30% còn thực sự hiểu môn học thì rất ít người hiểu .
